folders_reporting_id,id,parent_folder_id,name,path,is_root,tags,folder_ids,theme,metadata,address,code,locality,country,region,lat,long,created_at,updated_at,csv_errors,AccountPartyId,AccountStatus,ClientCompanyCode,FolderType,VendorAccountId,VendorId,kit_no,program_code,user_defined_field_1,user_defined_field_2,user_defined_field_3,user_defined_field_4,user_defined_field_5,notification_schema_list,emailURL,ClientCompanyPath,ClientCompanyURL,CompanyName,FAQPage,ParticipantionAgreementUrl,PhoneNumber,ProgramPath,SignupKeyDescription,SupportPage,companyLogo,wronglocation,deviceLocations,primaryColor,primaryTextColor,secondaryColor,secondaryTextColor,showLogo,supportNumber,test,account_number,create_membership,deactive_monnit,attributes_node_status,time_zone_abbreviation,gmt_offset
53,5247,5215,Gen2C,HSBRD/Research and Development/Sandbox/Gen2C/,False,,"4899,5031,5215,5247",{},"{""account_number"":""Gen2C"",""vendor_account_id"":""12056"",""vendor_id"":""2""}",10 Coyote Glen,01077,Southwick,USA,MA,42.052967,-72.742691,2018-01-26 15:39:56,2018-01-26 15:39:56,,,,,,12056,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gen2C,,,Active,EDT,-4.0
54,5248,5224,Family Dentistry,HSBRD/Research and Development/Dentists/Family Dentistry/,False,,"4899,5031,5224,5248",{},"{""account_number"":""Pilot Family Dentistry"",""vendor_account_id"":""12301"",""vendor_id"":""2""}",965 Hopmeadow Street,06070,Simsbury,United States,CT,41.883499,-72.799988,2018-01-26 15:39:58,2018-01-26 15:39:58,,,,,,12301,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot Family Dentistry,,,Active,EDT,-4.0
55,5249,5215,BII Demo Account,HSBRD/Research and Development/Sandbox/BII Demo Account/,False,,"4899,5031,5215,5249",{},"{""account_number"":""123456"",""vendor_account_id"":""12464"",""vendor_id"":""2""}",250 Yonge Street Suite 3000,M5B 2L7,Toronto,CAN,Ontario,43.654377,-79.380478,2018-01-26 15:40:00,2018-01-26 15:40:00,,,,,,12464,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123456,,,Active,EDT,-4.0
56,5250,5215,JG Co,HSBRD/Research and Development/Sandbox/JG Co/,False,,"4899,5031,5215,5250",{},"{""account_number"":""JG Co"",""vendor_account_id"":""12515"",""vendor_id"":""2""}",one state street,06716,Hartford,USA,CT,41.765945,-72.669075,2018-01-26 15:40:03,2018-01-26 15:40:03,,,,,,12515,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JG Co,,,Active,EDT,-4.0
57,5251,5215,ABC Boilers,HSBRD/Research and Development/Sandbox/ABC Boilers/,False,,"4899,5031,5215,5251",{},"{""account_number"":""ABC Boilers"",""vendor_account_id"":""12552"",""vendor_id"":""2""}",123 South Street,06111,Newington,USA,CT,41.735149,-72.676453,2018-01-26 15:40:05,2018-01-26 15:40:05,,,,,,12552,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABC Boilers,,,Active,EDT,-4.0
58,5252,5218,Holdridge,HSBRD/Local Pilots/Greenhouses/Holdridge/,False,,"4899,5031,5218,5252",{},"{""account_number"":""Pilot Holdridge Retail"",""vendor_account_id"":""13279"",""vendor_id"":""2""}",749 CT-117,06339,Ledyard,United States,CT,41.4436003,-72.01835,2018-01-26 15:40:08,2019-01-15 18:16:03,,,,,,13279,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot Holdridge Retail,,,Active,EDT,-4.0
59,5253,5216,Plaza Wine and Liquors,HSBRD/Research and Development/Convenience Stores/Plaza Wine and Liquors/,False,,"4899,5031,5216,5253",{},"{""account_number"":""Pilot Plaza Wine and Liquors"",""vendor_account_id"":""13629"",""vendor_id"":""2""}",2451 Berlin Turnpike,06111,Newington,United States,CT,41.685017,-72.709549,2018-01-26 15:40:11,2018-01-26 15:40:11,,,,,,13629,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot Plaza Wine and Liquors,,,Active,EDT,-4.0
60,5254,5225,Dr. Kevin P. McGrath MD,HSBRD/Research and Development/Doctors/Dr. Kevin P. McGrath MD/,False,,"4899,5031,5225,5254",{},"{""account_number"":""Pilot Dr. Kevin P. McGrath MD"",""vendor_account_id"":""13777"",""vendor_id"":""2""}",912 Silas Deane Hwy Suite 2,06109,Wethersfield,USA,CT,41.698593,-72.657921,2018-01-26 15:40:13,2018-04-05 19:03:37,,,,,,13777,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot Dr. Kevin P. McGrath MD,,,Active,EDT,-4.0
61,5255,5215,Display Board,HSBRD/Research and Development/Sandbox/Display Board/,False,,"4899,5031,5215,5255",{},"{""account_number"":""Display Board"",""vendor_account_id"":""13993"",""vendor_id"":""2""}",1 State St.,06109,Hartford,USA,CT,41.717674,-72.652641,2018-01-26 15:40:15,2018-01-26 15:40:15,,,,,,13993,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Display Board,,,Active,EDT,-4.0
62,5256,5220,Fairvue Farms LLC,HSBRD/Research and Development/Dairy Farms/Fairvue Farms LLC/,False,,"4899,5031,5220,5256",{},"{""account_number"":""Pilot Fairvue Farms LLC"",""vendor_account_id"":""14437"",""vendor_id"":""2""}",199 Route 171,06281,Woodstock,USA,CT,41.935898,-71.95182,2018-01-26 15:40:19,2018-01-26 15:40:19,,,,,,14437,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot Fairvue Farms LLC,,,Active,EDT,-4.0
63,5257,5215,Brian J Testlab,HSBRD/Research and Development/Sandbox/Brian J Testlab/,False,,"4899,5031,5215,5257",{},"{""account_number"":""Brian J Testlab"",""vendor_account_id"":""14583"",""vendor_id"":""2""}",1 State Street,06102,Hartford,USA,CT,41.765945,-72.669075,2018-01-26 15:40:21,2018-01-26 15:40:21,,,,,,14583,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brian J Testlab,,,Active,EDT,-4.0
64,5258,5221,Holmberg Orchard,HSBRD/Research and Development/Orchards/Holmberg Orchard/,False,,"4899,5031,5221,5258",{},"{""account_number"":""Pilot Holmberg Orchard"",""vendor_account_id"":""15195"",""vendor_id"":""2""}",12 Orchard Lane,06335,Gales Ferry,USA,CT,41.468384,-72.058182,2018-01-26 15:40:25,2018-01-26 15:40:25,,,,,,15195,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot Holmberg Orchard,,,Active,EDT,-4.0
65,5259,5215,ODYSSEY,HSBRD/Research and Development/Sandbox/ODYSSEY/,False,,"4899,5031,5215,5259",{},"{""account_number"":""ODYSSEY"",""vendor_account_id"":""15340"",""vendor_id"":""2""}",ONE STATE ST,06103,HARTFORD,US,CT,41.765945,-72.669075,2018-01-26 15:40:27,2018-01-26 15:40:27,,,,,,15340,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODYSSEY,,,Active,EDT,-4.0
66,5260,5227,Pomperaug Woods,HSBRD/Research and Development/Assisted Living/Pomperaug Woods/,False,,"4899,5031,5227,5260",{},"{""account_number"":""Pilot Pomperaug Woods"",""vendor_account_id"":""15452"",""vendor_id"":""2""}",80 Heritage Road,06488,Southbury,USA,CT,41.483913,-73.21769,2018-01-26 15:40:30,2018-01-26 15:40:30,,,,,,15452,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot Pomperaug Woods,,,Active,EDT,-4.0
67,5261,5223,The Regency,HSBRD/Local Pilots/Apartments/The Regency/,False,,"4899,5031,5223,5261",{},"{""account_number"":""Pilot The Regency"",""vendor_account_id"":""15981"",""vendor_id"":""2""}",55 Spring Street #100,06051,New Britain,United States,CT,41.673266,-72.776108,2018-01-26 15:40:32,2019-01-15 18:37:31,,,,,,15981,2,,,,,,,,,,,,Apartments,,,,,,,,,,,,,,,,,Pilot The Regency,,,Active,EDT,-4.0
68,5262,5215,Mikes_house,HSBRD/Sandbox/Mikes_house/,False,,"4899,5215,5262",{},"{""account_number"":""Mikes_house"",""vendor_account_id"":""16741"",""vendor_id"":""2""}",187 Garden St,06109,Wethersfield,US,CT,41.7125403,-72.6592362,2018-01-26 15:40:35,2018-12-28 18:42:34,,,,,,16741,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mikes_house,,,Active,EDT,-4.0
69,5263,5222,Difiore Ravioli Shop,HSBRD/Research and Development/Grocery Stores/Difiore Ravioli Shop/,False,,"4899,5031,5222,5263",{},"{""account_number"":""Pilot Difiore Ravioli Shop"",""vendor_account_id"":""17020"",""vendor_id"":""2""}",397 Cromwell Ave,06067,Rocky Hill,USA,CT,41.658958,-72.6791,2018-01-26 15:40:40,2018-01-26 15:40:40,,,,,,17020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot Difiore Ravioli Shop,,,Active,EDT,-4.0
70,5264,5215,Testfield LRO,HSBRD/Research and Development/Sandbox/Testfield LRO/,False,,"4899,5031,5215,5264",{},"{""account_number"":""Testfield LRO"",""vendor_account_id"":""18213"",""vendor_id"":""2""}",1 State Street,06102,Hartford,United States,CT,41.765945,-72.669075,2018-01-26 15:40:51,2018-01-26 15:40:51,,,,,,18213,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Testfield LRO,,,Active,EDT,-4.0
71,5265,5232,HSB 6th Floor Data Center,HSBRD/Research and Development/Data Centers/HSB 6th Floor Data Center/,False,,"4899,5031,5232,5265",{},"{""account_number"":""HSB 6th Floor Data Center"",""vendor_account_id"":""17916"",""vendor_id"":""2""}",1 State Street,06102,Hartford,United States,CT,41.765945,-72.669075,2018-01-26 15:40:56,2018-01-26 15:40:56,,,,,,17916,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSB 6th Floor Data Center,,,Active,EDT,-4.0
72,5266,5228,Rockville Church,HSBRD/Research and Development/Churches/Rockville Church/,False,,"4899,5031,5228,5266",{},"{""account_number"":""Pilot Rockville Church"",""vendor_account_id"":""18739"",""vendor_id"":""2""}",142 Grove St,06066,Vernon,United States,CT,41.859905,-72.433983,2018-01-26 15:41:02,2018-01-26 15:41:02,,,,,,18739,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot Rockville Church,,,Active,EDT,-4.0
73,5267,5225,Family Medicine Center,HSBRD/Research and Development/Doctors/Family Medicine Center/,False,,"4899,5031,5225,5267",{},"{""account_number"":""Pilot Family Medicine Center"",""vendor_account_id"":""18787"",""vendor_id"":""2""}",574 Middle Turnpike E,06040,Manchester,United States,CT,41.784866,-72.496307,2018-01-26 15:41:08,2018-01-26 15:41:08,,,,,,18787,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot Family Medicine Center,,,Active,EDT,-4.0
74,5268,5221,Buells Orchard,HSBRD/Research and Development/Orchards/Buells Orchard/,False,,"4899,5031,5221,5268",{},"{""account_number"":""Pilot Buells Orchard"",""vendor_account_id"":""20013"",""vendor_id"":""2""}",108 Crystal Pond Rd.,06242,Eastford,United States,CT,41.916443,-72.103775,2018-01-26 15:41:18,2018-01-26 15:41:18,,,,,,20013,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot Buells Orchard,,,Active,EDT,-4.0
75,5269,5215,Ian House,HSBRD/Sandbox/Ian House/,False,,"4899,5215,5269",{},"{""account_number"":""Ian House"",""vendor_account_id"":""20058"",""vendor_id"":""2""}",66 Lake Street,06066,Vernon,United States of America,CT,41.8166591,-72.4752614,2018-01-26 15:41:20,2018-12-28 18:42:50,,,,,,20058,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ian House,,,Active,EDT,-4.0
76,5270,5220,Cato Corner Farm,HSBRD/Research and Development/Dairy Farms/Cato Corner Farm/,False,,"4899,5031,5220,5270",{},"{""account_number"":""Pilot Cato Corner Farm"",""vendor_account_id"":""20026"",""vendor_id"":""2""}",178 Cato Corner Rd.,06415,Colchester,United States,CT,41.570854,-72.390106,2018-01-26 15:41:23,2018-01-26 15:41:23,,,,,,20026,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot Cato Corner Farm,,,Active,EDT,-4.0
77,5271,5215,Configure Example,HSBRD/Research and Development/Sandbox/Configure Example/,False,,"4899,5031,5215,5271",{},"{""account_number"":""Configure Example"",""vendor_account_id"":""21013"",""vendor_id"":""2""}",Configure Example,Configure Example,Configure Example,Configure Example,Configure Example,44.161579,-73.240784,2018-01-26 15:45:32,2018-01-26 15:45:32,,,,,,21013,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Configure Example,,,Active,EDT,-4.0
78,5272,5241,IG Test,HSBRD/Research and Development/Sandbox/Demo/IG Test/,False,,"4899,5031,5215,5241,5272",{},"{""account_number"":""IG Test"",""vendor_account_id"":""5582"",""vendor_id"":""2""}",33 Main Street,37214,Somewhere,United States,TN,12.936884,80.140602,2018-01-26 15:45:48,2018-01-26 15:45:48,,,,,,5582,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IG Test,,,Active,IST,5.5
79,5273,5242,Instruction Test,HSBRD/Research and Development/Sandbox/Test/Instruction Test/,False,,"4899,5031,5215,5242,5273",{},"{""account_number"":""Instruction Test"",""vendor_account_id"":""6086"",""vendor_id"":""2""}",Test,Test,Test,USA,Test,40.586781,-111.86779,2018-01-26 15:45:50,2018-01-26 15:45:50,,,,,,6086,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instruction Test,,,Active,MDT,-6.0
80,5274,5242,HSB Lab,HSBRD/Research and Development/Sandbox/Test/HSB Lab/,False,,"4899,5031,5215,5242,5274",{},"{""account_number"":""HSB Lab"",""vendor_account_id"":""7189"",""vendor_id"":""2""}",1 State Street,06103,Hartford,USA,CT,41.765945,-72.669075,2018-01-26 15:45:53,2018-01-26 15:45:53,,,,,,7189,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSB Lab,,,Active,EDT,-4.0
81,5275,5241,Sensor Technology Demonstration,HSBRD/Research and Development/Sandbox/Demo/Sensor Technology Demonstration/,False,,"4899,5031,5215,5241,5275",{},"{""account_number"":""1234567"",""vendor_account_id"":""8504"",""vendor_id"":""2""}",1 State Street,06102,Hartford,US,CT,41.765945,-72.669075,2018-01-26 15:45:56,2018-01-26 15:45:56,,,,,,8504,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234567,,,Active,EDT,-4.0
82,5276,5241,Best Buy Installation,HSBRD/Research and Development/Sandbox/Demo/Best Buy Installation/,False,,"4899,5031,5215,5241,5276",{},"{""account_number"":""Best Buy Installation"",""vendor_account_id"":""8715"",""vendor_id"":""2""}",Best Buy Installation,Best Buy Installation,Best Buy Installation,USA,Best Buy Installation,34.769833,-92.199394,2018-01-26 15:45:58,2018-01-26 15:45:58,,,,,,8715,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Best Buy Installation,,,Active,CDT,-5.0
83,5277,5241,Monnit Test,HSBRD/Research and Development/Sandbox/Demo/Monnit Test/,False,,"4899,5031,5215,5241,5277",{},"{""account_number"":""HSB Test"",""vendor_account_id"":""9559"",""vendor_id"":""2""}",7304 South Cottonwood Suite 205,84047,Midvale,USA,UT,40.619099,-111.90049,2018-01-26 15:45:59,2018-01-26 15:45:59,,,,,,9559,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSB Test,,,Active,EDT,-4.0
84,5278,5241,Home Office Travelling Demo,HSBRD/Research and Development/Sandbox/Demo/Home Office Travelling Demo/,False,,"4899,5031,5215,5241,5278",{},"{""account_number"":""Home Office Travelling Demo"",""vendor_account_id"":""10215"",""vendor_id"":""2""}",1 State Street,06103,Hartford,USA,CT,41.765945,-72.669075,2018-01-26 15:46:01,2018-01-26 15:46:01,,,,,,10215,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home Office Travelling Demo,,,Active,EDT,-4.0
85,5279,5241,Prototype Testing,HSBRD/Research and Development/Sandbox/Demo/Prototype Testing/,False,,"4899,5031,5215,5241,5279",{},"{""account_number"":""Prototype Testing"",""vendor_account_id"":""10432"",""vendor_id"":""2""}",1 State Street,06103,Hartford,USA,CT,41.765945,-72.669075,2018-01-26 15:46:02,2018-01-26 15:46:02,,,,,,10432,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prototype Testing,,,Active,EDT,-4.0
86,5280,5241,CMIC Demo,HSBRD/Research and Development/Sandbox/Demo/CMIC Demo/,False,,"4899,5031,5215,5241,5280",{},"{""account_number"":""CMIC Demo"",""vendor_account_id"":""10671"",""vendor_id"":""2""}",3000 Schuster Ln,54452,Merrill,USA,WI,45.189846,-89.658348,2018-01-26 15:46:05,2018-01-26 15:46:05,,,,,,10671,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMIC Demo,,,Active,CDT,-5.0
87,5281,5241,Travelling Demo Kit 1,HSBRD/Research and Development/Sandbox/Demo/Travelling Demo Kit 1/,False,,"4899,5031,5215,5241,5281",{},"{""account_number"":""Travelling Demo Kit 1"",""vendor_account_id"":""11120"",""vendor_id"":""2""}",1 State Street,06102,Hartford,USA,CT,41.765945,-72.669075,2018-01-26 15:46:07,2018-01-26 15:46:07,,,,,,11120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travelling Demo Kit 1,,,Active,EDT,-4.0
88,5282,5241,Travelling Demo Kit 2,HSBRD/Research and Development/Sandbox/Demo/Travelling Demo Kit 2/,False,,"4899,5031,5215,5241,5282",{},"{""account_number"":""Travelling Demo Kit 2"",""vendor_account_id"":""11121"",""vendor_id"":""2""}",1 State Street,06102,Hartford,USA,CT,41.765945,-72.669075,2018-01-26 15:46:08,2018-01-26 15:46:08,,,,,,11121,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travelling Demo Kit 2,,,Active,EDT,-4.0
89,5283,5241,Travelling Demo Kit 3,HSBRD/Research and Development/Sandbox/Demo/Travelling Demo Kit 3/,False,,"4899,5031,5215,5241,5283",{},"{""account_number"":""Travelling Demo Kit 3"",""vendor_account_id"":""11122"",""vendor_id"":""2""}",1 State Street,06102,Hartford,USA,CT,41.765945,-72.669075,2018-01-26 15:46:09,2018-01-26 15:46:09,,,,,,11122,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travelling Demo Kit 3,,,Active,EDT,-4.0
90,5284,5241,Travelling Demo Kit 4,HSBRD/Research and Development/Sandbox/Demo/Travelling Demo Kit 4/,False,,"4899,5031,5215,5241,5284",{},"{""account_number"":""Travelling Demo Kit 4"",""vendor_account_id"":""11123"",""vendor_id"":""2""}",1 State Street,06102,Hartford,United States,CT,41.765945,-72.669075,2018-01-26 15:46:10,2018-01-26 15:46:10,,,,,,11123,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travelling Demo Kit 4,,,Active,EDT,-4.0
91,5285,5241,Travelling Demo Kit 5,HSBRD/Research and Development/Sandbox/Demo/Travelling Demo Kit 5/,False,,"4899,5031,5215,5241,5285",{},"{""account_number"":""Travelling Demo Kit 5"",""vendor_account_id"":""11124"",""vendor_id"":""2""}",1 State Street,06102,Hartford,USA,CT,41.765945,-72.669075,2018-01-26 15:46:11,2018-01-26 15:46:11,,,,,,11124,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travelling Demo Kit 5,,,Active,EDT,-4.0
92,5286,5243,Lake House of Ole Suraj,HSBRD/Research and Development/Sandbox/Munich Re/Lake House of Ole Suraj/,False,,"4899,5031,5215,5243,5286",{},"{""account_number"":""Lake House of Ole Suraj"",""vendor_account_id"":""12057"",""vendor_id"":""2""}",9 Weipertshausen,82541,Weipertshausen,Deutschland,Bavaria,47.923431,11.3563,2018-01-26 15:46:13,2018-01-26 15:46:13,,,,,,12057,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lake House of Ole Suraj,,,Active,CEST,2.0
93,5287,5243,Mountain Hut,HSBRD/Research and Development/Sandbox/Munich Re/Mountain Hut/,False,,"4899,5031,5215,5243,5287",{},"{""account_number"":""Mountain Hut"",""vendor_account_id"":""12312"",""vendor_id"":""2""}",Brand 800/4,6708,Brand bei Bludenz,Austria,Bludenz,47.113831,9.7361116,2018-01-26 15:46:15,2018-01-26 15:46:15,,,,,,12312,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mountain Hut,,,Active,CEST,2.0
94,5288,5243,Meag Location1,HSBRD/Research and Development/Sandbox/Munich Re/Meag Location1/,False,,"4899,5031,5215,5243,5288",{},"{""account_number"":""Meag Location1"",""vendor_account_id"":""12313"",""vendor_id"":""2""}",Isatorplatz 1,80331,München,Germany,Bayern,48.135189,11.58385,2018-01-26 15:46:17,2018-01-26 15:46:17,,,,,,12313,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meag Location1,,,Active,CEST,2.0
95,5289,5243,Meag 2,HSBRD/Research and Development/Sandbox/Munich Re/Meag 2/,False,,"4899,5031,5215,5243,5289",{},"{""account_number"":""Meag 2"",""vendor_account_id"":""12315"",""vendor_id"":""2""}",Oberanger 44,80337,München,Germany,Bayern,48.133949,11.569001,2018-01-26 15:46:18,2018-01-26 15:46:18,,,,,,12315,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meag 2,,,Active,CEST,2.0
96,5290,5252,Holdridge Farm,HSBRD/Research and Development/Greenhouses/Holdridge Retail/Holdridge Farm/,False,,"4899,5031,5218,5252,5290",{},"{""account_number"":""Pilot Holdridge Farm"",""vendor_account_id"":""13231"",""vendor_id"":""2""}",Shewville Road,06339,Ledyard,USA,CT,41.444115,-71.972336,2018-01-26 15:46:20,2018-01-26 15:46:20,,,,,,13231,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot Holdridge Farm,,,Active,EDT,-4.0
97,5291,5242,Old Device Testing,HSBRD/Research and Development/Sandbox/Test/Old Device Testing/,False,,"4899,5031,5215,5242,5291",{},"{""account_number"":""Old Device Testing"",""vendor_account_id"":""13811"",""vendor_id"":""2""}",1 State Street,06103,Hartford,USA,CT,41.765945,-72.669075,2018-01-26 15:46:21,2018-01-26 15:46:21,,,,,,13811,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Old Device Testing,,,Active,EDT,-4.0
98,5292,5242,Water Puck Testing,HSBRD/Research and Development/Sandbox/Test/Water Puck Testing/,False,,"4899,5031,5215,5242,5292",{},"{""account_number"":""Water Puck Testing "",""vendor_account_id"":""13927"",""vendor_id"":""2""}",1 State,06103,Hartford,USA,CT,41.765945,-72.669075,2018-01-26 15:46:23,2018-01-26 15:46:23,,,,,,13927,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Puck Testing ,,,Active,EDT,-4.0
99,5293,5241,InstallerNet,HSBRD/Research and Development/Sandbox/Demo/InstallerNet/,False,,"4899,5031,5215,5241,5293",{},"{""account_number"":""InstallerNet"",""vendor_account_id"":""14151"",""vendor_id"":""2""}",85 Flagship Drive,01845,North Andover,USA,MA,42.656582,-71.109673,2018-01-26 15:46:25,2018-01-26 15:46:25,,,,,,14151,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,InstallerNet,,,Active,EDT,-4.0
100,5294,5242,Range Test,HSBRD/Research and Development/Sandbox/Test/Range Test/,False,,"4899,5031,5215,5242,5294",{},"{""account_number"":""Range Test"",""vendor_account_id"":""14322"",""vendor_id"":""2""}",Range Test,Range Test,Range Test,USA,Range Test,37.795383,-116.77531,2018-01-26 15:46:28,2018-01-26 15:46:28,,,,,,14322,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Range Test,,,Active,PDT,-7.0
101,5295,5242,TEST,HSBRD/Research and Development/Sandbox/Test/TEST/,False,,"4899,5031,5215,5242,5295",{},"{""account_number"":""TEST"",""vendor_account_id"":""14423"",""vendor_id"":""2""}",TEST,TEST,TEST,TEST,TEST,40.586781,-111.86779,2018-01-26 15:46:30,2018-01-26 15:46:30,,,,,,14423,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST,,,Active,MDT,-6.0
102,5296,5242,AiO,HSBRD/Research and Development/Sandbox/Test/AiO/,False,,"4899,5031,5215,5242,5296",{},"{""account_number"":""AiO"",""vendor_account_id"":""15785"",""vendor_id"":""2""}",AiO,AiO,AiO,AiO,AiO,34.041737,-118.46982,2018-01-26 15:46:31,2018-01-26 15:46:31,,,,,,15785,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiO,,,Active,PDT,-7.0
103,5297,5242,CJ Testing,HSBRD/Research and Development/Sandbox/Test/CJ Testing/,False,,"4899,5031,5215,5242,5297",{},"{""account_number"":""CJ Testing"",""vendor_account_id"":""16042"",""vendor_id"":""2""}",CJ Testing,CJ Testing,CJ Testing,CJ Testing,CJ Testing,42.051735,-91.685829,2018-01-26 15:46:34,2018-01-26 15:46:34,,,,,,16042,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CJ Testing,,,Active,CDT,-5.0
104,5298,5242,Sensor Demo,HSBRD/Research and Development/Sandbox/Test/Sensor Demo/,False,,"4899,5031,5215,5242,5298",{},"{""account_number"":""Sensor Demo"",""vendor_account_id"":""16044"",""vendor_id"":""2""}",1 State St,06103,Hartford,USA,CT,41.765945,-72.669075,2018-01-26 15:46:36,2018-01-26 15:46:36,,,,,,16044,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sensor Demo,,,Active,EDT,-4.0
105,5299,5264,Building 1,HSBRD/Research and Development/Sandbox/Testfield LRO/Building 1/,False,,"4899,5031,5215,5264,5299",{},"{""account_number"":""Building 1"",""vendor_account_id"":""18215"",""vendor_id"":""2""}",1 State Street,06066,Vernon,United States,CT,41.865314,-72.450279,2018-01-26 15:46:38,2018-01-26 15:46:38,,,,,,18215,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building 1,,,Active,EDT,-4.0
